id,carat,cut,color,clarity,depth,table,x,y,z,price
94458,1.2,Ideal,F,VVS2,62.5,59.0,6.73,6.67,4.19,10983
27385,0.3,Very Good,F,IF,62.1,57.0,4.29,4.34,2.68,886
183307,1.01,Very Good,D,SI1,63.5,60.0,6.36,6.3,4.02,4764
75837,0.4,Ideal,H,VVS2,61.9,55.0,4.72,4.78,2.94,877
58718,1.33,Premium,I,SI2,61.5,59.0,7.06,6.99,4.33,5355
153491,1.0,Very Good,D,SI1,63.5,63.0,6.3,6.23,3.98,4679
46044,0.27,Ideal,F,VS2,61.0,57.0,4.19,4.21,2.56,586
43555,0.51,Very Good,F,VS2,59.2,61.0,5.15,5.18,3.07,1437
168665,1.01,Ideal,G,VS2,62.2,57.0,6.43,6.37,3.98,6104
157274,0.91,Ideal,F,VS1,62.2,56.0,6.2,6.16,3.84,4333
76543,0.91,Very Good,E,SI2,60.9,61.0,6.18,6.21,3.78,3593
169477,1.16,Very Good,I,VS1,61.8,56.0,6.7,6.74,4.15,5633
37324,0.27,Ideal,E,VVS2,62.3,55.0,4.13,4.16,2.59,621
83570,1.51,Ideal,G,VVS2,62.4,54.0,7.37,7.41,4.6,13190
117050,0.42,Ideal,F,SI1,61.9,56.0,4.8,4.83,2.98,956
108892,0.83,Very Good,H,SI2,61.8,58.0,6.01,6.07,3.72,2882
71324,0.59,Premium,D,VS2,61.4,61.0,5.38,5.33,3.29,1979
172325,0.91,Fair,F,VS2,64.5,55.0,6.16,6.09,3.91,4167
48529,0.42,Ideal,E,SI1,62.1,55.0,4.87,4.83,3.0,952
74312,0.3,Ideal,G,IF,61.8,56.0,4.34,4.36,2.69,863
11052,1.01,Ideal,G,SI2,62.6,57.0,6.41,6.38,4.0,4197
9171,0.72,Ideal,F,SI1,62.1,57.0,5.74,5.7,3.55,2799
99848,0.32,Premium,F,VS2,61.3,59.0,4.42,4.39,2.7,828
183314,0.81,Ideal,H,VS1,62.6,57.0,5.92,5.97,3.72,2960
43491,0.32,Ideal,G,VVS2,61.6,56.0,4.44,4.41,2.73,936
94973,1.22,Premium,H,VS2,62.6,58.0,6.87,6.76,4.27,7433
18941,0.33,Ideal,D,VS2,62.0,56.0,4.43,4.47,2.76,781
153062,0.4,Ideal,D,VS2,61.9,56.0,4.74,4.72,2.92,1050
179591,1.01,Premium,F,SI2,58.4,60.0,6.64,6.57,3.86,4672
102712,0.56,Ideal,D,VS2,61.6,57.0,5.32,5.3,3.27,1857
94797,0.37,Ideal,E,VS2,61.7,55.0,4.6,4.64,2.85,889
164606,1.13,Ideal,G,VS2,61.8,56.0,6.7,6.73,4.14,6925
83889,0.73,Ideal,F,SI2,61.5,56.0,5.78,5.81,3.57,2635
191958,0.59,Ideal,E,VS1,61.4,55.0,5.39,5.41,3.32,2083
156841,1.01,Good,I,SI2,63.7,56.0,6.28,6.33,4.02,3798
86527,0.33,Premium,H,VS1,61.9,60.0,4.41,4.39,2.72,581
13941,0.9,Premium,F,SI2,60.2,60.0,6.18,6.15,3.72,3210
85629,0.41,Premium,F,VVS2,60.5,59.0,4.83,4.86,2.93,1115
93549,0.54,Ideal,D,VS2,61.5,55.0,5.28,5.24,3.23,1817
182424,0.41,Ideal,E,VS2,61.4,57.0,4.79,4.75,2.93,935
171971,1.08,Ideal,I,SI1,62.1,57.0,6.53,6.59,4.08,4826
22617,1.01,Very Good,G,VS1,63.8,58.0,6.35,6.3,4.03,6073
26136,0.38,Ideal,D,VS1,60.5,57.0,4.74,4.7,2.86,967
148192,1.08,Ideal,F,SI1,62.1,55.0,6.55,6.59,4.08,5384
96194,1.07,Ideal,D,SI1,61.1,57.0,6.63,6.6,4.03,6110
141951,0.38,Ideal,F,VS1,61.5,54.0,4.65,4.69,2.88,887
91644,1.18,Ideal,H,SI2,62.3,54.0,6.74,6.79,4.21,4930
66185,0.38,Ideal,G,VS1,61.9,55.0,4.64,4.67,2.88,753
14064,1.6,Ideal,F,VS2,62.1,55.0,7.52,7.55,4.67,16048
5726,0.71,Ideal,I,VS1,61.7,56.0,5.73,5.76,3.54,2491
84440,1.2,Premium,G,VS2,62.2,59.0,6.75,6.68,4.18,7711
25697,1.52,Premium,H,VVS1,61.9,59.0,7.41,7.38,4.58,12200
105902,0.51,Ideal,E,SI1,61.5,55.0,5.13,5.18,3.17,1593
135171,1.01,Premium,D,SI1,62.0,59.0,6.44,6.37,3.97,5174
85026,1.01,Good,D,VS2,63.6,59.0,6.34,6.37,4.03,6300
44015,1.6,Very Good,I,VS1,59.7,57.0,7.55,7.64,4.55,10681
85288,0.41,Ideal,J,VS1,62.1,55.0,4.78,4.8,2.97,784
151627,1.05,Ideal,E,VS2,62.0,57.0,6.52,6.5,4.04,6727
54745,0.7,Ideal,G,VS2,61.4,57.0,5.68,5.74,3.5,2473
66208,0.31,Very Good,H,VVS2,62.2,58.0,4.29,4.36,2.69,717
179466,2.26,Premium,J,VS1,62.2,58.0,8.37,8.33,5.16,17826
110847,0.72,Ideal,I,VS1,62.7,57.0,5.7,5.73,3.58,2561
44783,0.5,Ideal,H,SI2,62.5,55.0,5.05,5.09,3.17,1111
68587,1.0,Fair,D,SI2,65.8,59.0,6.25,6.29,4.11,4355
158820,1.23,Ideal,H,SI1,61.7,57.0,6.85,6.88,4.24,6443
164941,0.32,Ideal,F,VVS1,62.1,55.0,4.39,4.42,2.73,882
53887,0.7,Good,F,SI1,61.6,60.0,5.63,5.69,3.5,2401
96585,0.9,Good,G,SI2,63.8,57.0,6.09,6.13,3.89,3160
138969,0.61,Very Good,E,VS1,62.4,58.0,5.4,5.44,3.4,2180
102333,1.0,Premium,D,SI2,60.6,62.0,6.41,6.37,3.88,4400
170879,0.46,Very Good,F,VS2,62.6,57.0,4.92,4.94,3.09,1250
107417,0.23,Ideal,E,VVS2,61.6,56.0,3.92,3.96,2.44,472
83323,0.4,Very Good,E,SI1,60.3,56.0,4.8,4.83,2.9,772
6015,2.05,Premium,J,VS2,62.1,59.0,8.1,8.15,5.06,13948
177355,2.09,Ideal,J,SI1,61.5,57.0,8.18,8.23,5.07,18296
150702,0.3,Ideal,G,VS1,62.1,55.0,4.3,4.32,2.68,605
153865,1.02,Ideal,F,SI2,61.8,57.0,6.42,6.46,3.98,4209
161435,0.71,Premium,G,VS2,62.6,58.0,5.69,5.73,3.57,2550
106718,0.71,Premium,E,SI1,62.0,60.0,5.71,5.68,3.53,2822
3307,0.39,Premium,G,VS2,61.5,58.0,4.67,4.7,2.88,761
141318,0.7,Ideal,F,SI1,61.9,55.0,5.68,5.72,3.53,2353
167423,0.91,Premium,F,SI1,62.7,59.0,6.16,6.19,3.87,3830
127792,0.34,Ideal,E,VS1,60.6,56.0,4.54,4.52,2.74,803
121539,0.9,Fair,D,VS2,59.8,61.0,6.26,6.16,3.69,3293
189095,1.21,Very Good,H,SI2,63.5,57.0,6.7,6.73,4.27,4707
177048,0.33,Ideal,G,VVS1,61.3,58.0,4.45,4.49,2.74,867
144193,2.02,Very Good,E,SI2,60.4,60.0,8.24,8.17,4.94,17116
78117,0.57,Very Good,G,VS2,62.4,56.0,5.28,5.3,3.31,1728
12553,0.56,Ideal,D,VS2,62.0,55.0,5.31,5.29,3.28,1904
24508,0.7,Premium,D,SI1,62.5,60.0,5.69,5.65,3.53,2553
133655,0.72,Ideal,F,VS2,61.3,56.0,5.79,5.86,3.56,3140
49824,2.01,Good,J,SI1,63.8,61.0,7.89,7.94,5.08,13654
86765,1.54,Very Good,E,VS2,63.1,56.0,7.31,7.34,4.62,14945
40028,0.32,Good,H,VS2,57.6,60.0,4.44,4.48,2.64,505
112536,1.16,Ideal,I,SI1,62.6,57.0,6.68,6.73,4.21,4911
39685,0.55,Ideal,G,SI2,61.3,56.0,5.28,5.3,3.24,853
95499,1.01,Very Good,H,SI2,62.9,58.0,6.29,6.4,4.0,4256
140224,0.23,Very Good,F,VS2,62.4,58.0,3.94,3.96,2.47,403
52647,0.31,Premium,H,VS2,61.0,61.0,4.36,4.33,2.65,628
22097,1.06,Ideal,H,SI2,61.3,57.0,6.56,6.59,4.02,4452
76251,1.05,Premium,I,SI1,62.8,59.0,6.5,6.46,4.07,4202
80335,1.08,Premium,D,SI2,59.4,60.0,6.68,6.72,3.98,5174
46750,0.71,Good,E,SI1,63.8,59.0,5.6,5.64,3.58,2776
157195,0.5,Ideal,F,VS1,61.8,56.0,5.07,5.11,3.15,1723
181674,2.06,Premium,I,SI2,61.7,56.0,8.18,8.22,5.06,15531
128791,1.21,Very Good,F,VS2,62.4,58.0,6.77,6.8,4.23,8081
160372,2.2,Ideal,F,SI2,60.7,57.0,8.46,8.39,5.13,12498
81675,1.5,Very Good,H,SI2,63.1,59.0,7.32,7.27,4.59,7950
79961,1.52,Ideal,H,VS1,59.8,57.0,7.51,7.46,4.48,11934
170603,1.52,Very Good,H,VS1,62.6,58.0,7.31,7.36,4.58,11781
183027,0.54,Premium,H,VS1,61.2,58.0,5.29,5.26,3.23,1572
189775,1.7,Very Good,D,SI2,63.5,57.0,7.54,7.53,4.79,11873
159803,0.71,Fair,F,SI1,65.0,56.0,5.68,5.65,3.69,2088
11389,1.0,Good,I,SI1,58.6,62.0,6.55,6.51,3.82,3850
111167,0.96,Premium,H,SI2,58.8,60.0,6.44,6.4,3.76,3250
132408,0.31,Ideal,D,SI1,62.3,56.0,4.37,4.34,2.71,548
68659,0.33,Ideal,E,VS2,62.0,54.0,4.41,4.43,2.74,928
139453,1.05,Ideal,G,VS1,62.3,58.0,6.52,6.5,4.05,7028
123721,1.2,Very Good,I,VS1,61.1,59.0,6.8,6.86,4.18,6828
182015,0.53,Ideal,E,VS2,60.6,56.0,5.2,5.24,3.17,1643
129476,0.77,Premium,E,VS1,61.2,60.0,5.85,5.91,3.61,3676
61126,0.66,Ideal,D,SI1,62.1,57.0,5.55,5.59,3.46,2674
31943,0.31,Ideal,H,VVS2,62.2,57.0,4.28,4.31,2.67,625
142780,1.01,Very Good,H,SI1,63.3,60.0,6.34,6.31,4.01,4682
136283,0.9,Ideal,F,VS2,62.7,55.0,6.17,6.21,3.88,5249
92145,1.51,Premium,E,SI1,63.0,59.0,7.35,7.3,4.62,11094
74319,0.51,Ideal,F,VS2,61.6,56.0,5.12,5.16,3.17,1436
108021,1.07,Ideal,G,IF,60.5,57.0,6.62,6.66,4.03,10203
140646,1.01,Premium,H,SI1,62.9,60.0,6.32,6.27,3.96,4782
158585,0.53,Ideal,D,VS1,61.9,56.0,5.27,5.21,3.25,1956
132059,1.16,Ideal,G,VVS1,62.1,57.0,6.78,6.72,4.19,10141
20539,0.9,Very Good,F,SI1,62.8,57.0,6.06,6.11,3.82,3516
79952,1.2,Ideal,G,VS1,62.6,56.0,6.71,6.74,4.21,7587
126396,0.7,Premium,D,SI1,60.2,58.0,5.75,5.71,3.46,2460
51183,0.51,Ideal,D,SI1,61.7,55.0,5.16,5.18,3.19,1687
28439,1.14,Very Good,G,VS1,61.8,59.0,6.71,6.75,4.15,7253
93057,0.35,Ideal,E,VVS1,61.0,56.0,4.58,4.55,2.78,1052
159173,0.4,Very Good,I,VVS1,61.6,59.0,4.73,4.75,2.91,882
95240,0.31,Ideal,J,VS1,62.1,56.0,4.32,4.35,2.7,435
116669,1.21,Very Good,I,VVS1,63.1,57.0,6.79,6.75,4.26,8288
27089,0.41,Premium,F,VVS1,60.1,58.0,4.78,4.83,2.89,1295
8417,0.34,Premium,H,IF,62.2,58.0,4.44,4.47,2.77,824
193278,2.01,Very Good,I,SI2,63.3,54.0,8.01,7.98,5.08,12308
132371,0.3,Ideal,E,VS1,61.7,55.0,4.32,4.31,2.66,863
116431,1.46,Ideal,J,IF,63.2,54.0,7.18,7.21,4.55,8564
147415,0.7,Very Good,H,SI1,61.5,63.0,5.66,5.69,3.48,2203
158882,1.51,Very Good,F,SI1,63.0,59.0,7.27,7.3,4.59,12209
106120,0.3,Very Good,J,VS1,62.3,55.0,4.26,4.29,2.67,394
48660,2.01,Very Good,J,SI1,62.5,54.0,8.11,8.17,5.07,12681
73072,0.7,Ideal,H,SI2,62.5,56.0,5.7,5.68,3.56,2285
56267,0.4,Premium,E,VVS2,61.7,58.0,4.67,4.7,2.89,1044
156869,1.3,Ideal,J,VS2,62.7,56.0,6.95,6.94,4.35,5831
71745,0.28,Ideal,I,VS1,62.0,55.0,4.2,4.24,2.62,438
64141,0.35,Premium,F,VS2,62.7,58.0,4.51,4.53,2.83,706
80244,0.3,Premium,G,SI2,62.0,60.0,4.32,4.28,2.66,506
105924,1.0,Ideal,F,SI1,62.9,55.0,6.41,6.29,3.99,5645
74482,0.3,Ideal,G,VS2,62.7,57.0,4.3,4.27,2.69,675
134183,0.55,Ideal,D,SI1,60.9,55.0,5.29,5.33,3.23,1662
155065,2.06,Premium,G,SI2,62.0,58.0,8.1,8.18,5.04,13203
146313,0.3,Very Good,F,IF,62.9,59.0,4.24,4.28,2.68,884
25005,0.3,Premium,I,VS1,60.4,59.0,4.37,4.34,2.63,608
153793,0.71,Very Good,H,SI2,58.6,62.0,5.87,5.9,3.44,2222
37273,0.4,Premium,I,VS1,61.9,59.0,4.74,4.71,2.93,737
127439,1.04,Ideal,F,SI1,62.2,56.0,6.52,6.49,4.04,4403
149783,1.23,Ideal,H,VS2,61.5,56.0,6.85,6.89,4.24,6683
109195,1.24,Ideal,F,SI1,61.4,58.0,6.9,6.88,4.24,7276
44359,0.55,Premium,E,VS2,59.2,60.0,5.35,5.29,3.16,1583
127929,1.0,Premium,D,SI2,62.2,60.0,6.36,6.31,3.95,4752
53473,0.3,Good,H,SI1,63.6,59.0,4.23,4.26,2.71,457
80458,0.91,Very Good,F,SI1,63.4,59.0,6.04,6.13,3.86,3668
60227,1.09,Very Good,E,VVS2,62.5,56.0,6.54,6.59,4.1,9139
32588,0.31,Ideal,I,SI1,62.4,55.0,4.4,4.34,2.73,523
186610,0.32,Premium,G,VS1,61.3,59.0,4.35,4.38,2.68,619
175160,0.71,Very Good,F,VS2,61.2,58.0,5.75,5.79,3.54,2590
190216,1.01,Good,F,SI2,63.7,59.0,6.35,6.32,4.03,4468
151166,0.4,Premium,G,VS1,60.9,58.0,4.77,4.74,2.9,877
67824,0.7,Very Good,G,VVS1,60.2,59.0,5.79,5.82,3.47,3432
161501,2.01,Good,I,VS1,63.2,60.0,7.93,8.03,5.05,16400
45198,0.55,Ideal,E,VS2,61.7,56.0,5.24,5.2,3.22,1641
105171,0.73,Ideal,G,SI1,62.0,55.0,5.75,5.81,3.59,2510
121266,0.44,Ideal,D,VS1,60.7,55.0,4.95,4.92,3.01,1294
34172,1.7,Ideal,I,VS1,62.0,56.0,7.63,7.67,4.74,11976
168690,1.27,Ideal,H,SI1,62.0,57.0,6.91,6.95,4.3,7018
149483,0.9,Very Good,I,SI1,60.9,56.0,6.19,6.23,3.79,3574
85973,0.53,Premium,H,SI1,60.6,61.0,5.22,5.2,3.16,1348
92387,0.34,Ideal,H,VS2,62.1,54.0,4.45,4.49,2.78,565
52052,1.01,Premium,G,SI2,60.5,58.0,6.49,6.52,3.94,4327
47513,1.22,Ideal,I,SI2,62.2,56.0,6.87,6.82,4.28,5285
28652,0.39,Very Good,E,VS2,62.9,59.0,4.66,4.64,2.93,794
139276,0.34,Ideal,D,SI1,62.1,57.0,4.45,4.48,2.77,681
83053,0.31,Ideal,I,VVS1,61.8,56.0,4.38,4.36,2.7,749
121610,1.24,Ideal,I,SI2,61.7,57.0,6.92,6.89,4.26,5712
184095,1.51,Ideal,D,SI2,62.0,56.0,7.31,7.25,4.52,9173
55022,0.33,Ideal,H,VS1,61.3,55.0,4.45,4.49,2.73,579
67152,1.38,Good,D,SI2,58.2,59.0,7.4,7.44,4.32,8005
46118,0.32,Very Good,F,VVS2,62.5,55.0,4.34,4.37,2.72,745
71243,0.96,Good,F,SI2,57.9,58.0,6.52,6.48,3.74,3745
60163,1.59,Ideal,H,VS2,62.9,58.0,7.42,7.47,4.7,12681
159561,0.38,Ideal,H,VVS1,61.1,53.7,4.72,4.75,2.89,953
74864,0.71,Ideal,G,VVS2,61.9,55.0,5.7,5.73,3.54,3838
78545,0.32,Ideal,I,IF,62.3,55.0,4.41,4.45,2.76,784
41866,1.52,Premium,H,VS2,60.9,59.0,7.39,7.45,4.52,10286
102313,1.07,Ideal,E,SI2,62.3,56.0,6.56,6.58,4.1,4596
94037,1.01,Premium,G,VS2,60.2,58.0,6.54,6.51,3.92,6289
166652,0.29,Very Good,F,VS1,61.6,57.0,4.24,4.27,2.62,452
111642,0.42,Premium,F,SI1,62.3,60.0,4.75,4.8,2.97,945
19134,1.12,Ideal,H,SI1,61.8,56.0,6.69,6.66,4.12,4399
131248,1.15,Ideal,H,SI2,62.0,56.0,6.71,6.68,4.14,4020
108905,1.51,Ideal,H,VS2,62.3,57.0,7.28,7.33,4.55,12009
172258,0.31,Ideal,I,VS2,62.1,56.0,4.29,4.33,2.68,558
153371,0.75,Good,D,SI2,63.9,58.0,5.73,5.81,3.69,2258
3170,0.5,Very Good,F,VS2,62.8,58.0,5.03,5.06,3.16,1699
101412,1.22,Ideal,H,SI1,61.7,57.0,6.84,6.88,4.23,5209
156102,1.04,Premium,I,SI1,62.7,59.0,6.43,6.46,4.05,4372
17543,1.22,Good,E,SI2,63.2,56.0,6.82,6.75,4.29,6230
180279,1.01,Good,G,VS2,63.1,57.0,6.31,6.41,4.02,5308
10836,1.01,Premium,G,SI2,61.5,58.0,6.44,6.39,3.94,4332
126849,0.33,Ideal,D,VS2,62.1,56.0,4.44,4.46,2.76,1002
191081,0.32,Premium,G,VS2,61.1,59.0,4.42,4.45,2.71,630
99864,1.02,Premium,G,VS1,60.5,58.0,6.57,6.53,3.97,7487
146360,0.7,Ideal,F,VS2,62.3,56.0,5.66,5.69,3.54,2773
133272,0.33,Premium,G,VVS2,60.9,58.0,4.49,4.46,2.73,909
16476,0.3,Premium,E,VS2,59.3,60.0,4.35,4.31,2.56,524
166033,1.05,Premium,G,VS2,62.5,59.0,6.46,6.49,4.05,5842
117431,1.24,Ideal,D,SI1,61.9,57.0,6.89,6.85,4.25,7567
118813,1.0,Very Good,H,SI1,60.3,63.0,6.49,6.46,3.9,4603
31711,0.55,Premium,D,SI1,62.5,58.0,5.24,5.22,3.26,1583
131610,1.06,Premium,E,VS2,62.3,58.0,6.55,6.51,4.07,6335
38119,1.06,Ideal,D,SI1,61.0,55.0,6.58,6.61,4.02,5219
108020,0.52,Ideal,E,SI2,60.0,56.0,5.28,5.25,3.16,1316
192753,2.1,Very Good,I,VS2,63.3,58.0,8.09,8.13,5.15,14698
84314,0.73,Ideal,G,VS1,62.2,56.0,5.75,5.77,3.58,3437
129142,0.32,Ideal,I,VS1,61.7,57.0,4.4,4.43,2.72,529
93215,0.42,Premium,F,SI1,60.6,58.0,4.84,4.85,2.94,994
75418,0.53,Ideal,F,VS2,62.2,56.0,5.21,5.18,3.23,1813
11778,0.31,Ideal,H,VS2,61.4,55.0,4.36,4.38,2.68,557
29703,0.33,Ideal,D,VS2,61.3,57.0,4.47,4.49,2.75,681
160735,0.77,Premium,E,SI2,60.5,59.0,5.97,6.01,3.62,2368
172485,2.14,Ideal,I,SI1,59.5,58.0,8.39,8.43,5.0,17955
191438,1.52,Premium,I,SI1,61.9,58.0,7.31,7.35,4.55,8445
148288,1.62,Premium,F,VS2,62.8,58.0,7.54,7.48,4.71,14242
132533,0.3,Premium,I,VS1,59.8,59.0,4.37,4.35,2.61,473
135792,1.01,Premium,G,VS2,61.1,59.0,6.47,6.42,3.94,6619
113858,0.35,Ideal,H,VVS1,61.3,56.0,4.59,4.56,2.81,984
148252,1.01,Good,E,I1,63.1,58.0,6.34,6.41,4.01,3669
104951,2.06,Premium,J,VS2,62.1,59.0,8.12,8.09,5.03,15465
91316,1.2,Ideal,G,IF,61.8,57.0,6.8,6.77,4.19,10228
132963,0.7,Very Good,F,SI1,62.7,56.0,5.63,5.66,3.54,2469
185683,1.0,Very Good,D,SI1,63.2,58.0,6.3,6.32,3.99,5421
144417,1.5,Very Good,E,VS2,63.4,60.0,7.28,7.2,4.59,13367
141117,0.31,Very Good,H,VS2,63.5,56.0,4.33,4.3,2.75,495
37156,0.38,Ideal,F,VS1,62.1,53.7,4.63,4.67,2.9,813
147341,0.7,Premium,D,SI2,60.2,63.0,5.77,5.74,3.46,2515
37742,1.05,Premium,E,SI2,61.8,58.0,6.52,6.5,4.02,4676
163837,0.41,Ideal,D,SI1,61.8,55.0,4.76,4.78,2.95,771
16067,1.52,Ideal,F,VS2,60.8,57.0,7.48,7.45,4.53,14648
159179,0.32,Ideal,G,IF,62.0,54.0,4.39,4.45,2.74,954
78015,0.51,Very Good,F,VVS2,60.0,56.0,5.23,5.26,3.14,2160
107193,0.38,Ideal,D,VS2,60.8,55.0,4.69,4.72,2.86,1066
72201,1.2,Ideal,G,VVS2,61.2,56.0,6.86,6.89,4.21,10466
66662,1.01,Ideal,E,SI2,60.8,54.0,6.47,6.5,3.94,4969
59240,0.4,Premium,G,SI1,59.8,59.0,4.77,4.74,2.85,877
62649,0.31,Premium,D,SI2,61.0,59.0,4.37,4.35,2.66,593
146873,1.01,Premium,E,SI2,62.5,61.0,6.41,6.37,4.0,3920
161565,0.72,Ideal,F,SI1,61.7,56.0,5.79,5.75,3.56,2792
10839,1.22,Ideal,H,VS1,62.9,57.0,6.82,6.74,4.26,7887
97897,1.5,Good,J,VVS2,63.1,64.0,7.27,7.16,4.53,8763
143695,1.0,Very Good,G,VVS2,63.5,58.0,6.31,6.34,4.02,6885
7557,1.11,Ideal,H,SI2,62.5,57.0,6.63,6.64,4.14,4392
122188,0.35,Ideal,F,VS2,62.4,57.0,4.49,4.53,2.81,906
92367,0.3,Very Good,G,SI2,62.0,62.0,4.23,4.27,2.64,394
51597,0.47,Very Good,D,VS2,62.5,56.0,4.93,4.96,3.08,1605
27265,1.51,Very Good,H,SI1,60.3,57.0,7.45,7.46,4.5,10330
14995,0.78,Good,E,VS2,63.6,57.0,5.8,5.86,3.71,3489
176356,0.35,Ideal,E,VVS1,61.6,56.0,4.56,4.58,2.81,1011
12241,0.7,Very Good,G,SI2,59.3,62.0,5.83,5.85,3.47,2200
34585,0.31,Very Good,F,VVS1,62.3,57.0,4.34,4.37,2.71,897
151534,1.05,Premium,G,I1,62.2,60.0,6.48,6.44,4.01,3001
179869,0.41,Premium,E,VS2,62.4,58.0,4.78,4.75,2.98,935
124625,0.32,Premium,D,SI1,61.1,55.0,4.44,4.41,2.7,756
113855,1.01,Ideal,G,VS2,61.8,58.0,6.41,6.44,3.97,6618
138484,1.01,Premium,D,SI1,62.5,62.0,6.39,6.35,3.98,5226
58656,0.54,Ideal,F,SI1,60.4,57.0,5.28,5.3,3.19,1394
134161,1.28,Premium,D,SI2,61.8,57.0,7.02,6.95,4.32,6505
51893,0.8,Premium,G,SI2,61.6,58.0,5.99,5.96,3.67,2570
71684,0.41,Ideal,F,VS2,62.7,57.0,4.75,4.78,2.98,1107
1859,1.59,Premium,H,VS2,62.4,58.0,7.51,7.46,4.67,10819
189010,0.37,Very Good,H,IF,63.0,55.0,4.58,4.61,2.9,810
77609,1.05,Premium,G,SI2,61.7,58.0,6.53,6.51,4.03,4497
25103,0.7,Ideal,F,SI1,61.6,57.0,5.71,5.69,3.51,2431
20829,1.02,Very Good,H,VS2,63.7,58.0,6.34,6.38,4.05,4928
190676,0.44,Premium,D,VVS2,60.0,56.0,4.91,4.93,2.95,1263
179085,0.5,Premium,H,VVS2,61.4,58.0,5.08,5.12,3.14,1559
3933,1.01,Very Good,G,SI1,62.8,56.0,6.35,6.39,4.01,4712
74789,0.3,Ideal,F,VS1,62.8,55.0,4.33,4.3,2.71,731
68355,1.21,Very Good,I,SI1,62.8,59.0,6.78,6.82,4.27,5699
162076,1.01,Premium,H,SI1,63.0,59.0,6.39,6.36,4.02,4189
101868,1.5,Very Good,H,VS2,61.9,55.0,7.34,7.31,4.53,10696
59795,1.23,Ideal,F,VVS2,61.4,56.0,6.88,6.9,4.23,11522
183524,0.32,Ideal,D,SI2,62.4,54.0,4.37,4.39,2.73,814
152021,0.71,Ideal,F,SI2,59.5,56.0,5.83,5.86,3.49,2231
167785,1.01,Premium,E,VS1,61.2,61.0,6.47,6.39,3.94,7933
186323,0.38,Ideal,I,VS2,62.9,55.0,4.63,4.59,2.91,770
122765,2.0,Good,G,SI2,64.1,55.0,7.85,7.92,5.04,17891
10932,0.4,Ideal,D,VS2,61.1,56.0,4.77,4.75,2.91,1113
95024,1.01,Good,G,VS1,63.1,56.0,6.34,6.39,4.02,6795
190414,0.31,Ideal,H,VS2,60.8,57.0,4.37,4.39,2.66,471
172472,0.72,Premium,F,VS2,61.4,59.0,5.83,5.78,3.56,2862
157562,1.08,Ideal,F,VVS2,61.4,57.0,6.59,6.64,4.06,8915
25493,0.55,Ideal,E,VS2,61.3,56.0,5.28,5.31,3.24,1787
77205,1.59,Ideal,G,VS2,62.3,56.0,7.43,7.45,4.64,16068
101058,1.01,Good,E,VS2,63.7,57.0,6.37,6.33,4.05,6798
147928,1.02,Ideal,F,SI2,62.1,57.0,6.41,6.43,3.99,4504
73664,0.38,Ideal,E,VVS2,62.2,55.0,4.64,4.68,2.9,1151
136100,0.51,Ideal,D,VS2,62.2,55.0,5.08,5.12,3.18,1723
66910,0.31,Ideal,G,VS2,62.4,57.0,4.34,4.36,2.71,649
78785,0.5,Ideal,E,SI1,61.5,57.0,5.08,5.13,3.13,1444
151970,0.31,Premium,G,VS2,61.4,61.0,4.38,4.35,2.68,698
175104,0.73,Very Good,H,SI1,63.1,57.0,5.71,5.74,3.61,2227
49673,1.52,Ideal,G,VS1,62.3,56.0,7.31,7.38,4.57,10940
65968,0.51,Ideal,E,VS2,61.8,55.0,5.11,5.15,3.17,1656
129904,0.33,Ideal,H,VS1,62.1,55.0,4.4,4.43,2.74,579
142665,0.33,Ideal,G,VVS2,62.0,55.0,4.44,4.47,2.76,965
55424,1.0,Good,G,VS1,63.4,58.0,6.31,6.37,4.02,6441
40469,0.7,Ideal,H,VVS2,61.4,56.0,5.73,5.76,3.53,2945
96941,2.01,Premium,I,SI1,60.3,58.0,8.22,8.17,4.94,16811
60540,0.4,Very Good,D,VVS1,63.0,56.0,4.66,4.69,2.94,1263
41302,0.41,Ideal,G,VS2,61.5,57.0,4.79,4.76,2.94,811
34017,0.31,Very Good,I,VS1,63.0,57.0,4.39,4.36,2.75,628
169147,1.21,Ideal,G,VS1,61.7,56.0,6.87,6.83,4.22,9282
4077,0.31,Premium,H,SI2,61.7,58.0,4.34,4.38,2.69,429
8110,0.33,Premium,G,VS2,60.6,58.0,4.49,4.52,2.72,698
73480,2.06,Premium,H,SI2,61.0,58.0,8.28,8.22,5.04,13849
78039,1.0,Ideal,F,SI1,61.9,56.0,6.38,6.43,3.96,5665
56721,0.3,Premium,D,VS2,61.9,58.0,4.32,4.31,2.67,710
187284,1.2,Very Good,J,SI2,62.7,59.0,6.64,6.77,4.22,4209
98598,0.72,Ideal,G,SI1,60.7,57.0,5.84,5.81,3.53,2522
3329,1.01,Premium,H,VS2,62.6,60.0,6.37,6.33,3.97,4565
85628,2.01,Premium,I,VS2,60.3,58.0,8.21,8.17,4.94,15073
50286,0.9,Premium,E,SI1,62.0,60.0,6.22,6.17,3.85,4356
53176,0.7,Premium,G,SI1,62.0,60.0,5.68,5.65,3.51,2345
179233,0.7,Premium,G,VS1,59.5,58.0,5.72,5.77,3.43,2590
114077,0.3,Ideal,E,VS2,62.2,57.0,4.26,4.28,2.66,658
169443,0.31,Ideal,H,VS1,60.4,57.0,4.38,4.4,2.65,649
72816,0.32,Ideal,E,VVS2,61.8,55.0,4.39,4.42,2.73,842
